"Family","PC1","PC2","PC3","PC4","Pop","Tree","State","Region","Date","Latitude","Longitude","Elevation","DBH","Budbreak_2020","BudSet_2019","BudSet_2020","Growth","BudBreak_cGDD_plasticity","BudSet_2019_plasticity","BudSet_2020_plasticity","Growth_plasticity","TotalDry_plasticity","RootShoot_plasticity","SideBranch_MainStem_plasticity","Delta13Carbon_plasticity","Delta15Nitrogen_plasticity","PercentN_plasticity","CN_ratio_plasticity","TotalDry","RootShoot","SideBranch_MainStem","delta13C","delta15N","percentN","CN_ratio","q1","q2"
"GFM_49",-0.0821766847602705,0.0294510536183571,-0.0200762550964456,-0.00336722463778844,"GFM",49,"NC","Edge",NA,36.0902,81.8376,1423,34.7,672.7376263,271.5357564,215.4751834,35.81836662,30.90669386,2.17624202,4.860096943,0.547487544,2.096660423,0.001183765,0.119944343,0.069180834,0.613463889,0.028225375,0.120036456,37.76587198,-1.655019961,0.79058735,-30.98125925,2.77303601,1.473838687,33.40692132,0.9979113,0.0020886
"GFM_50",-0.0811069457508026,0.0325551805165846,-0.028914904357085,0.00708521692469477,"GFM",50,"NC","Edge",NA,36.0905,81.8369,1437,26.9,677.4638804,267.6577236,209.2658291,34.2899523,33.92785031,2.860385436,5.81346722,0.656492636,1.891290028,0.000442148,0.156315356,0.160170771,0.697522684,0.032512446,0.076088451,33.48027612,-1.627914431,0.935029151,-31.14988893,2.552694766,1.494527144,32.21787942,0.9997908,0.0002091
"GFM_51",-0.0835675387611923,0.0257268268361259,-0.011495695481455,0.00280890416276977,"GFM",51,"NC","Edge",NA,36.0911,81.8365,1444,44.9,674.1581572,260.8115439,209.9207511,29.26671332,33.64108167,3.47700312,5.640582624,0.968929346,0.978762461,0.009180613,0.127183176,0.048119593,0.72983937,0.041750224,0.062900431,21.64758104,-1.659009616,0.781958999,-31.03173506,2.541780255,1.590348856,31.77360688,0.9880689,0.011931
"GFM_55",-0.080030019236731,0.0279963738798403,0.0328512266570549,0.00929701572884119,"GFM",55,"NC","Edge",NA,36.0928,81.8361,1486,44.9,657.6854375,253.5915349,211.4539055,25.23507572,24.4381111,4.642985413,6.057502455,1.216862626,0.510397899,0.006460285,0.14603574,0.135284026,0.682027569,0.047626415,0.006274593,13.97607076,-1.638544957,0.860605621,-31.21487407,2.573224331,1.638952316,30.17951739,0.999801,0.0001989
"GPA_01",-0.0647321990360512,0.0241102534944963,-0.03521952733098,-0.0138426858036879,"GPA",1,"WV","Edge",9292017,38.6156,79.84402,1363,31.8,673.2169622,259.5912077,207.5018276,28.98163748,32.82108533,2.485881697,5.944290753,0.954654747,0.74105552,0.006434274,0.134609286,0.040502264,0.789019553,0.021226198,0.151523875,17.99909225,-1.634410914,0.810210658,-30.95754813,2.352566817,1.423818676,34.20107219,0.9998087,0.0001913
"GPA_02",-0.0623215140807359,0.0171605306178785,0.0287013181835305,0.0121923628673595,"GPA",2,"WV","Edge",9292017,38.61929,79.8956,1339,49.3,676.2651319,258.9198389,209.6659093,32.91124896,34.07517731,2.006546105,6.148697557,0.747169226,1.023371531,0.008724434,0.126585728,0.104624276,0.796937531,0.032530977,0.091890865,21.46505396,-1.624715856,0.789622046,-31.06615343,2.289236817,1.523793009,32.54049154,0.9953465,0.0046535
"GPA_03",-0.0805791768048003,0.0328591646166267,-0.0471046996679096,0.00590379950409094,"GPA",3,"WV","Edge",9292017,38.61926,79.84243,1314,39.9,685.450849,257.6544984,207.5147358,29.61640692,36.81897865,3.734128128,6.003095602,0.919309055,0.980593455,0.008470912,0.149996276,0.045617511,0.608109922,0.037428346,0.060138924,21.9901684,-1.562245198,0.896086223,-31.0165146,2.74881804,1.555504994,31.76410488,0.9998012,0.0001988
"GPA_04",-0.0633811794241547,0.0247043091116926,0.0330707919772508,0.0129456546606714,"GPA",4,"WV","Edge",9292017,38.59968,79.85046,1147,39.6,682.2955193,267.2537412,211.0117091,30.44656614,33.90969069,2.702439672,5.660349916,0.893181202,0.782491906,0.010711674,0.139539859,0.017621246,0.703115013,0.046606332,0.014916987,18.1043957,-1.578451813,0.799976184,-30.92133091,2.581460833,1.6435491,30.40765821,0.999806,0.000194
"GRE_01",0.0586636538297173,-0.000732905304786398,-0.031455406473606,-0.00948945642685997,"GRE",1,"MA","Core",9182017,42.6402,73.17194,929,36,652.1567614,257.089837,208.4995243,29.43284973,28.6622169,3.611268244,5.892278161,0.913652734,0.319783639,0.010059462,0.15071744,0.15526734,0.672302024,0.039471863,0.045456908,12.01395401,-1.605049475,0.858208698,-31.34415686,2.589921239,1.57705811,31.25694451,0.8736352,0.1263648
"GRE_03",0.0438982183827839,0.0332848144092779,-0.00552700590649561,0.0175422232055681,"GRE",3,"MA","Core",9182017,42.63586,73.16558,1055,37.6,651.5375482,270.7358195,209.3054459,31.87598486,25.62997694,2.801275541,5.47754268,0.799406081,1.117293556,0.005626594,0.1283922,0.081941095,0.76588109,0.037805778,0.074627014,23.89989012,-1.62237817,0.829220545,-30.93365278,2.357885552,1.543003805,32.1732382,0.9527537,0.0472463
"GRE_04",0.0475860118720621,-0.000622311917273479,0.00380801777251895,-0.0188268890209022,"GRE",4,"MA","Core",9182017,42.63636,73.16608,1055,30.8,678.0083154,247.0309681,208.7727247,26.44229665,35.40498773,3.152684227,6.125534789,1.107108201,0.517427962,0.022651016,0.138794115,0.052097747,0.761979962,0.039775715,0.039597721,14.9658915,-1.509089556,0.809512807,-31.01621634,2.450297376,1.567982827,31.18412821,0.9099314,0.0900686
"GRE_05",0.0363620977074396,0.0492126676844568,0.0104238968196408,0.00227742277231528,"GRE",5,"MA","Core",9182017,42.63514,73.16494,1013,16.5,663.0920629,258.8779313,211.8567593,29.44151673,29.45243322,2.120437739,6.245997967,0.940868047,1.527670615,0.005886313,0.145162537,0.018081904,0.718382393,0.041438112,0.024578269,28.7913155,-1.635626669,0.858742937,-30.9169319,2.582077295,1.605113163,30.61466271,0.9624309,0.0375691
"GRE_06",0.0472499310067458,0.0515994510077837,-0.0101312360200977,0.00848557034094111,"GRE",6,"MA","Core",9182017,42.63069,73.17808,934,26.4,672.3963017,255.1135223,206.4383995,23.04061052,33.13840105,2.220068936,5.595608732,1.327159152,0.743861004,0.005853213,0.155735146,0.136916423,0.663396264,0.035850354,0.119546581,17.91274171,-1.627695141,0.876205572,-31.10275151,2.751533102,1.556237011,33.28171851,0.986543,0.013457
"GRE_07",0.0539408017423319,0.0575641802933233,0.0819783202485257,0.00835741572662136,"GRE",7,"MA","Core",9182017,42.63034,73.18195,888,41.1,683.044372,261.0651655,210.8503315,28.22534408,36.8490509,3.206191169,5.665377588,1.01716384,1.353159808,0.005856762,0.126765496,0.028901883,0.774180972,0.026836942,0.140327879,26.60180063,-1.627135021,0.805827313,-30.76215502,2.494491216,1.457216503,34.02156988,0.9908798,0.0091202
"HR_03",-0.0823771357410894,0.0271280984090975,-0.0226605160779731,-0.00367659521584121,"HR",3,"TN","Edge",9002016,35.56898,83.17448,1627,57.8,689.8917583,253.8900894,208.8316157,30.40123523,37.16674533,3.132800557,5.388280252,0.869360339,0.984471867,0.008227853,0.139173932,0.131635057,0.80855967,0.041892679,0.039272101,21.1820244,-1.606127629,0.832804111,-31.14094068,2.424986251,1.599240744,31.07923323,0.999809,0.0001909
"HR_05",-0.078840240691915,0.0319137823423842,-0.0499078222358285,0.00856804429017733,"HR",5,"TN","Edge",9002016,35.57113,83.1706,1607,59.7,679.4565468,269.5139916,209.098888,31.54068744,34.26017002,2.791325758,5.508942924,0.813536641,1.094778469,0.001441558,0.147102124,0.09982196,0.820850332,0.03068833,0.119554069,23.80404613,-1.644928534,0.867467648,-30.62822294,2.235317895,1.482732254,33.42178032,0.9997976,0.0002024
"HR_06",-0.0792565292292473,0.0264541478921637,-0.0227276973389519,0.00602295517720006,"HR",6,"TN","Edge",9002016,35.57026,83.16939,1605,55.9,687.2709527,261.3021013,216.2125292,34.78534877,36.98311844,2.323775044,5.165606414,0.612072678,1.533056514,0.007374408,0.134444004,0.234792927,0.738589011,0.04488581,0.047717289,29.329579,-1.598132053,0.825165987,-31.40359597,2.509827912,1.601062962,31.44859833,0.9968894,0.0031107
"HR_07",-0.0735307637592738,0.0222621751804159,0.0311015502789386,0.0798842365462317,"HR",7,"TN","Edge",9002016,35.56706,83.16762,1595,59.9,663.846401,264.8045397,214.9642593,34.31719637,31.14838348,2.896494027,5.630904502,0.655703308,1.200457644,0.009160198,0.113328568,0.01594481,0.854173325,0.03276695,0.096908734,24.9419785,-1.591776294,0.756035371,-30.82708634,2.186052042,1.520380483,32.69565523,0.9998059,0.0001941
"HR_10",-0.0789295387869591,0.0222415143451027,-0.035400742576305,-0.00962213375395793,"HR",10,"TN","Edge",9002016,35.61916,83.20716,1036,27.1,662.0995766,268.1477884,220.1322169,28.66388156,26.97281308,2.064679921,5.658527897,0.957453687,0.511019022,0.003572742,0.143313779,0.211951322,0.812854359,0.032895987,0.113420275,15.0173974,-1.640244678,0.86076616,-31.39038326,2.323162904,1.521814881,33.14023777,0.9948234,0.0051766
"HUN_01",0.0379273942453134,0.0549241387715688,0.0307646170185028,0.0184683968164987,"HUN",1,"NY","Core",9072017,42.17801,74.22929,1221,27.9,632.8609732,249.3489611,210.7465459,25.09963061,15.5839933,3.672411786,5.920174536,1.207814012,0.246783737,0.005890551,0.147989313,0.11798619,0.715275152,0.042076548,0.051639217,10.5420741,-1.614225527,0.868373613,-31.16673791,2.582691619,1.577715904,31.52874353,0.9642579,0.0357421
"HUN_02",0.0369439358914461,0.0644153531289515,0.0881677906016254,0.0356395425160032,"HUN",2,"NY","Core",9072017,42.17772,74.2286,1198,57.9,652.5619625,262.1717891,208.3388249,27.39504644,24.40902553,1.126949469,5.736974461,1.056813278,0.843120769,0.004434108,0.142008569,0.062827674,0.823599103,0.053966816,0.008089997,19.6468819,-1.660226568,0.845282464,-30.96805773,2.306538912,1.714449829,29.69568161,0.9997995,0.0002005
"HUN_03",0.032183900155617,0.0547348468759654,0.0213461992847157,0.0268310520596971,"HUN",3,"NY","Core",9072017,42.17778,74.23087,1219,26.3,634.7991523,264.9341493,205.8152968,26.73742614,16.84213822,2.780059587,5.293884645,1.136763966,0.629780255,0.008207572,0.127904042,0.057080009,0.721749733,0.046239605,0.016278023,15.9668133,-1.597874578,0.806325982,-31.01690889,2.556659665,1.632626555,30.46539319,0.9866877,0.0133123
"HUN_04",0.0442865857414065,0.0693873827205432,0.0293374376272323,0.0177199328551808,"HUN",4,"NY","Core",9072017,42.17897,74.2295,1203,37,646.0404451,260.2251385,210.4428102,24.14349582,23.03371574,2.956941472,5.771713413,1.255328516,0.053688378,0.015097809,0.190692897,0.208258084,0.645291613,0.048137076,0.004873652,7.580896961,-1.487189677,0.849472944,-31.44108874,2.758843274,1.66760948,30.0040268,0.9998006,0.0001994
"HUN_05",0.0414500065651796,0.0367770316036814,0.104452349166529,0.0236981055672481,"HUN",5,"NY","Core",9072017,42.17995,74.22938,1189,40.7,647.3764138,253.1372076,208.9058602,25.49341018,23.13789905,3.187531325,6.122559255,1.18096615,0.785960827,0.001829014,0.145661009,0.048501914,0.824470232,0.046638564,0.00875813,18.35877283,-1.656360286,0.856234594,-31.10157983,2.295896647,1.640235134,30.24856729,0.9557456,0.0442544
"HUN_06",0.0351965362322997,0.0653902087716596,0.0815200570524998,0.0125233332861345,"HUN",6,"NY","Core",9072017,42.19198,74.23504,1029,66.7,660.396706,269.6127489,216.9877486,34.75564903,29.57132442,3.192246966,5.991305889,0.594142527,0.815282884,0.00858567,0.143585278,0.050815368,0.701400877,0.052499611,0.012867253,19.37897023,-1.619956703,0.865543059,-31.0200072,2.589467725,1.660230047,30.48773086,0.999809,0.000191
"HUN_07",0.0554371637158931,0.0590245426016315,0.051217822818026,0.0212781120569429,"HUN",7,"NY","Core",9072017,42.19412,74.23513,991,44.4,668.9084944,264.8062384,215.8710761,29.42775397,30.75308772,3.481314128,6.19748255,0.935888924,0.286691338,0.011387047,0.09896082,0.015347618,0.658667356,0.032143939,0.071349072,11.85960077,-1.567265847,0.685518208,-30.97827435,2.735745869,1.525672169,31.97059309,0.9864959,0.0135042
"IND_01",0.0464995433908976,0.0400507479221922,0.0807775677693958,0.0298458457616388,"IND",1,"NY","Core",9062017,42.16541,74.20158,646,25,648.1919452,271.0181502,216.7273172,30.54082198,21.8311865,2.332204564,6.251441828,0.856863601,1.222712421,0.003770773,0.130643233,0.020521774,0.708090904,0.050584086,0.049733003,25.34694678,-1.586567266,0.823409099,-30.78080252,2.595370383,1.648624201,31.45624253,0.9618848,0.0381152
"IND_02",0.0277420806493825,0.0534543201599669,0.018771642438626,0.0101036548130664,"IND",2,"NY","Core",9062017,42.16542,74.20212,652,23.2,647.2978541,262.6452816,210.9502898,27.17858098,23.64285035,2.834223299,6.036608435,1.098081162,0.732372167,0.0074866,0.154160017,0.185095145,0.70875065,0.040518458,0.040072806,16.83251354,-1.62993699,0.85848433,-31.22194515,2.593551885,1.580949878,31.07371837,0.9869308,0.0130692
"IND_03",0.0372740513848989,0.0562001098647248,0.0538058392013201,0.0193164152516812,"IND",3,"NY","Core",9062017,42.16714,74.2009,633,25.1,670.9139836,247.1141533,213.4020475,29.84675008,31.70920776,3.70923255,5.540945629,0.900643109,1.161745672,0.002404905,0.125061508,0.089552846,0.660895339,0.030168602,0.105743133,24.96896346,-1.652176896,0.795309755,-31.01883193,2.730696475,1.510169486,32.86087904,0.9858333,0.0141667
"IND_04",0.0417558341507957,0.0273762309907324,0.0257847243279104,0.0070498244473105,"IND",4,"NY","Core",9062017,42.16395,74.20231,641,29.1,649.2849906,257.8205245,214.9591138,31.71157722,24.17539104,2.670726051,6.11918893,0.769570679,0.656838922,0.010906371,0.136963021,0.025678903,0.598149042,0.033614505,0.08346137,16.43516918,-1.650121463,0.758968395,-30.90541499,2.826162267,1.526230323,32.35091928,0.9257684,0.0742316
"IND_05",0.0461927115511675,0.0309346361351442,0.0908375471864305,0.039256358745261,"IND",5,"NY","Core",9062017,42.16349,74.20258,636,21.3,625.1903693,266.736135,215.3638634,27.20793712,15.47012282,3.401428959,6.132521394,1.067723635,0.165517179,0.00352986,0.092367765,0.131457052,0.773791479,0.054850677,0.00114438,9.527632868,-1.563879987,0.660557527,-31.17145244,2.425234959,1.702195673,30.07330241,0.9484941,0.0515059
"IND_06",0.0430002282202872,0.0677196493370261,0.0207682966110238,0.00930183282970428,"IND",6,"NY","Core",9062017,42.16228,74.20313,637,29.9,664.1666153,257.218713,205.4854875,30.94427646,28.09261438,2.899654388,5.738627284,0.868480567,0.874684342,0.004668962,0.125885221,0.040716033,0.824514423,0.036606318,0.070577012,20.01829609,-1.608361947,0.807000984,-30.9392347,2.261312627,1.556457355,31.97587128,0.9963008,0.0036992
"JAY_01",0.0695520227742572,0.0203006402897482,0.0111142440060636,0.0149608997070847,"JAY",1,"VT","Core",10062017,44.92981,72.52965,900,21.1,669.4788129,241.1642969,216.0690242,22.91213659,30.98082847,1.446301424,6.680331808,1.306029412,0.28961617,0.021215094,0.111797239,0.113060572,0.676215267,0.041409437,0.029578604,11.84708876,-1.574191591,0.689775086,-31.15264789,2.649952238,1.583814313,30.83960709,0.9049137,0.0950863
"JAY_02",0.0566287928101359,0.0351989530863961,-0.00438305795012647,-0.00326374287245091,"JAY",2,"VT","Core",10102017,44.9235,72.51746,897,29.4,640.6521266,255.3440181,212.0957758,26.0319053,20.18060717,2.144539227,6.374515748,1.154101257,0.840951542,0.013582924,0.149651504,0.111988675,0.710716498,0.032057857,0.11662041,19.30726353,-1.567824368,0.899668203,-31.14141681,2.585103949,1.504159321,33.36190665,0.9349689,0.065031
"JAY_03",0.0520420963092068,0.04265284794427,-0.0160345903764925,-0.0185451334800022,"JAY",3,"VT","Core",10102017,44.92305,72.51562,861,27.5,633.3508125,247.0200431,212.2208701,24.66052429,19.05395515,1.941411366,5.757218434,1.222248306,0.283721454,0.013065041,0.147785469,0.086246369,0.719814776,0.040130599,0.07996941,11.00674571,-1.640625652,0.865063365,-31.16705116,2.552896273,1.597130249,32.16093008,0.9610335,0.0389665
"KAN_02",0.0555419170194848,-0.0677416635497308,0.0885212941592062,0.0188962385532424,"KAN",2,"NH","Core",10222017,44.02552,71.495,862,19.2,669.4316655,238.0795718,210.1041377,30.97935946,31.7980996,4.025769598,5.242250573,0.852364348,2.117719759,0.017214011,0.130617507,0.072649431,0.764198108,0.037263322,0.080159887,37.53042525,-1.605949415,0.822068663,-30.66857736,2.37518549,1.542687448,32.34357211,0.813178,0.186822
"KAN_03",0.0404463954371538,-0.0291786421445084,-0.0542369032521221,-0.0335951201953181,"KAN",3,"NH","Core",10222017,44.02137,71.47896,785,7.6,669.8496895,250.5962316,208.7486913,30.02042417,32.74453072,2.630486573,5.938916389,0.921550115,1.879602856,0.014654191,0.109394273,0.119111833,0.643219606,0.032564074,0.072430565,34.47453139,-1.519151031,0.737398831,-30.95648249,2.654577745,1.50713985,31.98970803,0.8473457,0.1526543
"KAN_04",0.0402099467949437,-0.0348287348391413,-0.00809936893414383,0.00121309327448026,"KAN",4,"NH","Core",10222017,44.02144,71.47961,787,8.1,649.6036523,251.6314441,203.6373539,31.16766384,24.5308941,3.759945332,5.411357638,0.861794278,1.036213887,0.013317115,0.115439306,0.150062651,0.68828363,0.037826025,0.078001702,21.96581199,-1.570157523,0.752136874,-31.12105086,2.693618668,1.552182894,32.24246387,0.8666589,0.1333411
"KAN_05",0.0508130270886622,-0.0317861059682669,-0.0420191403877472,-0.0205050766688809,"KAN",5,"NH","Core",10222017,44.02235,71.47746,777,12.9,659.3625782,246.0415272,209.7605541,24.71704422,28.47839059,4.333533448,6.120591918,1.256670742,0.989707478,0.015493786,0.140217632,0.075796514,0.658361261,0.042686748,0.043127381,21.80076356,-1.592944031,0.819001096,-31.03063604,2.749107705,1.612959127,31.18626643,0.8446577,0.1553423
"KAN_06",0.0625448947966745,-0.0223991958874085,-0.0381735338342691,-0.0033829834410452,"KAN",6,"NH","Core",10222017,44.02168,71.49196,841,3.9,651.4779178,242.361587,207.8153017,26.02887505,26.13786852,1.9998647,5.873796679,1.134615028,0.731661011,0.007139932,0.135684254,0.053342722,0.691256563,0.02760779,0.111182159,17.77076722,-1.6018381,0.838049748,-31.03994848,2.541915847,1.481347314,32.95762555,0.8683235,0.1316765
"KIL_01",0.0442386488223856,0.0415951483024302,0.0509682485809219,0.0187922324139018,"KIL",1,"VT","Core",10212017,43.60633,72.81543,1171,37.4,634.68686,246.4375732,207.0399528,25.10095275,20.28345381,4.805274067,5.693061527,1.196612501,0.328761293,0.002717116,0.141623833,0.022853216,0.737786346,0.050891625,0.0175708,12.43440602,-1.609609408,0.866386202,-30.92795024,2.67656395,1.670001784,30.50790954,0.97256,0.02744
"KIL_02",0.0426158571458574,-0.00274445790097574,-0.0317966866395861,-0.0344948745272924,"KIL",2,"VT","Core",10212017,43.60703,72.81634,1170,14.2,629.9942983,235.3323828,213.2468985,20.86059586,20.04666381,2.952220798,5.877709636,1.46329275,0.413347957,0.002540297,0.147444086,0.028168357,0.6921548,0.041940025,0.022898914,13.19275565,-1.630512871,0.877886363,-30.87503957,2.641075962,1.598187099,30.59714461,0.897901,0.102099
"KIL_03",0.0461899849884584,-0.00182892732027375,0.0706270856559773,-0.012325332364024,"KIL",3,"VT","Core",10212017,43.60837,72.8176,1145,23,635.5594415,242.2900443,210.3891324,23.55085063,21.84077189,1.563856767,5.96264717,1.299645923,0.357724419,0.018254584,0.135763945,0.117727939,0.729190078,0.049296065,0.027499747,12.1175281,-1.545040024,0.815453096,-31.11092058,2.520951924,1.641193759,30.8608679,0.9176223,0.0823777
"KIL_04",0.0622458193226514,-0.0226740972196283,0.0372924571445844,0.0194291390783365,"KIL",4,"VT","Core",10212017,43.60933,72.81762,1115,63.5,643.9996965,249.0156554,213.450086,24.57452646,25.00433593,4.768420321,6.317048842,1.241624818,0.378579773,0.016006503,0.126454514,0.120451583,0.650057853,0.037864031,0.051787241,12.14733152,-1.541117378,0.807119669,-31.22760517,2.738851522,1.565202767,31.46301435,0.8671325,0.1328675
"KIL_05",0.0509367461370548,0.0146166582047991,0.035721267216566,0.00903920844324746,"KIL",5,"VT","Core",10212017,43.61079,72.81821,1072,26,641.7399667,247.2768251,206.5980481,22.89700927,19.74421534,3.751638476,5.586042626,1.358682907,0.550347396,0.006277274,0.164394474,0.16681527,0.809539599,0.046372328,0.02940859,15.10833129,-1.631184692,0.936033198,-31.16600054,2.323153088,1.61723224,30.90985934,0.9246156,0.0753843
"KIL_06",0.0383900409854194,-0.00575640251601052,0.0109838530412855,0.00560156088479928,"KIL",6,"VT","Core",10212017,43.61229,72.8187,1047,8,660.8762795,244.6202324,201.9642267,26.8530823,26.00474542,2.606602754,5.194818693,1.094887706,0.977150148,0.017287468,0.124176852,0.12355011,0.602005558,0.044073261,0.00230364,20.27560591,-1.576745056,0.741363181,-31.11467186,2.814527162,1.626685225,29.96587873,0.9073769,0.0926231
"KOS_01",-0.0672450448979151,0.0127508410903305,0.0342115970640276,0.0114513968887398,"KOS",1,"WV","Edge",9292017,38.69131,79.53503,1356,20.5,679.7873755,256.1016797,208.9683662,31.64680674,34.60727347,3.223988243,6.092983949,0.831994575,1.072641602,0.005485437,0.130433743,0.124698708,0.714786068,0.037389556,0.069673367,21.975081,-1.638324115,0.819586557,-31.01759096,2.477093657,1.548999737,31.98764734,0.9975366,0.0024634
"KOS_02",-0.0726237151942317,0.0102357152693182,0.0348390395891923,-0.0177562207868156,"KOS",2,"WV","Edge",9292017,38.6894,79.54405,1419,51.6,677.5331237,269.0316384,212.9994386,33.96224899,30.42610477,3.219316049,5.335709272,0.676945357,1.375219443,0.016169864,0.133288686,0.113731448,0.726084741,0.037834608,0.062190654,27.00450054,-1.593955351,0.830543032,-31.02241783,2.512766842,1.569680425,31.75001087,0.993576,0.006424
"KOS_03",-0.058460996081934,0.00100605958510288,0.0618131610098748,-0.0114158659367381,"KOS",3,"WV","Edge",9292017,38.69502,79.54109,1428,35.3,650.3580296,259.9219603,209.3918216,26.43632593,24.74195187,3.664265508,6.077832156,1.135151061,0.429120651,0.005284929,0.134299592,0.098545591,0.626795344,0.045983406,0.025834717,13.83605656,-1.597932341,0.830467568,-31.03301953,2.787769606,1.643294247,30.67960801,0.9852622,0.0147379
"KOS_04",-0.073536394897585,0.0161843606259259,-0.0446845680182603,-0.0314257518982359,"KOS",4,"WV","Edge",9292017,38.69886,79.5338,1479,8.8,666.5619182,252.8354481,212.0734414,28.99631651,30.5904844,4.218013656,5.380785109,0.971178161,0.631161463,0.016583165,0.122857611,0.102757537,0.700080724,0.039006797,0.059020159,16.05237826,-1.568863522,0.745810073,-31.0714943,2.610176949,1.5793932,31.61157211,0.995402,0.004598
"KOS_05",-0.0679803328851207,0.0274963610509913,-0.0447993585825317,0.00144597427175105,"KOS",5,"WV","Edge",9292017,38.69966,79.5335,1488,19.7,682.7696195,262.8280066,207.595656,29.23617398,35.82461261,2.080007138,5.555874625,0.940923309,0.809316287,0.001464635,0.143564995,0.102994829,0.745623254,0.030495809,0.123212931,19.41104333,-1.626171445,0.864464781,-31.1513319,2.504652411,1.516894747,33.33515819,0.9997983,0.0002017
"KOS_07",-0.0632679568093831,0.00717354397779307,0.014636427145327,-0.00893652618914262,"KOS",7,"WV","Edge",9292017,38.7023,79.5302,1485,43.9,682.2971934,261.7865747,213.8014297,28.1373689,35.82761115,2.462784039,5.885815353,1.009333594,0.507943324,0.01142409,0.136890116,0.141222446,0.723965821,0.035187035,0.06905458,14.9403265,-1.614723463,0.842006124,-31.17282314,2.566629052,1.552324419,31.87150375,0.987369,0.012631
"LEU_01",0.062665030680682,-0.0549668131816114,-0.0621844445980204,-0.0186622452857331,"LEU",1,"ME","Core",11192017,45.46921,70.37423,668,8,642.5524686,260.5145039,208.1057449,30.66468542,21.67083498,3.899963802,5.809568378,0.848138299,0.962697028,0.006633592,0.141839425,0.101289548,0.683582297,0.04415755,0.036823682,21.53454389,-1.611868938,0.851667921,-31.10084617,2.558120953,1.625845895,30.96878627,0.778917,0.221083
"LEU_02",0.0529234628442066,-0.0119670798337513,0.0117998308638,-0.0326529176259408,"LEU",2,"ME","Core",11192017,45.47563,70.37312,629,11.5,664.8180146,246.7377124,208.7085681,26.99316048,28.54237452,3.602946366,5.779594446,1.100922537,1.806876776,0.014541603,0.138358831,0.075037263,0.660202009,0.04654583,0.019445145,33.33615135,-1.555382877,0.853417185,-30.9968262,2.683712613,1.633726122,30.5706949,0.8558432,0.1441568
"LEU_03",0.0575067736732878,-0.00473268921432337,-0.0687978577192414,0.011618490096182,"LEU",3,"ME","Core",11192017,45.48267,70.37241,741,24.5,640.8331373,242.6582248,210.5377101,24.20210535,20.12884573,1.875508552,5.800804473,1.270183043,0.980435638,0.003834779,0.154493783,0.05158535,0.726013455,0.044804828,0.03739918,21.26498535,-1.568404743,0.886834362,-30.92633517,2.565649926,1.625453497,30.95125932,0.8777004,0.1222995
"LEU_04",0.0662746950377211,-0.049831129690516,-0.0246263648507621,-0.0142811298511748,"LEU",4,"ME","Core",11192017,45.48342,70.3726,752,8,644.4214296,250.1727356,207.7744216,33.78832392,19.97354623,4.234234106,5.43977597,0.694067582,1.570018133,0.002113478,0.126530781,0.018722151,0.747575923,0.048054366,0.023212407,29.97759886,-1.612590837,0.801630114,-30.77789611,2.480969804,1.639532635,30.67174636,0.8113441,0.1886558
"LEU_05",0.0640989625045958,-0.0753909164380852,-0.0506171797989241,-0.00600916033594998,"LEU",5,"ME","Core",11192017,45.47165,70.3756,588,8.5,656.4883102,249.9845151,208.6707611,30.25431083,27.7998404,4.398558009,5.684053604,0.903660203,0.749723031,0.015855045,0.133912957,0.119106904,0.861629663,0.036115545,0.074840174,17.85756729,-1.587570518,0.808294799,-30.60212065,2.138745487,1.543755497,32.14489629,0.7702564,0.2297436
"LOL_01",0.0283407906910475,-0.0121039343727819,0.14864920706217,0.0171117208892649,"LOL",1,"NH","Core",11042017,44.138,71.71053,865,27.9,644.0296576,243.3662584,208.0177856,28.96847199,19.40663041,1.437176768,5.74507647,0.977492261,1.286077479,0.006028898,0.163339231,0.16337475,0.748718035,0.033111872,0.11953175,25.71575596,-1.600707863,0.942827068,-31.03897311,2.495736929,1.503378266,33.45372767,0.9043372,0.0956628
"LOL_02",0.0707561214391401,-0.07346417859547,-0.0235787566931089,-0.0128712253978414,"LOL",2,"NH","Core",11042017,44.14044,71.72354,957,8.8,632.0628044,233.7531954,211.3222185,21.86292032,18.47385409,1.878723324,6.032235085,1.379415902,0.737928989,0.007518307,0.137806641,0.190121525,0.767818582,0.060285567,0.030348751,17.70627548,-1.548084231,0.845969025,-31.2259933,2.394656594,1.751672792,29.16602579,0.7587881,0.2412119
"LOL_03",0.0671353094118087,-0.0602512322915002,0.0362725004698436,0.0068263930304411,"LOL",3,"NH","Core",11042017,44.14035,71.72276,950,9.6,649.1438226,234.8317658,211.965086,26.61847539,22.80669264,2.397777273,6.138834956,1.138065849,0.584597689,0.006134171,0.126259183,0.098126066,0.728898615,0.053722915,0.004361482,15.59897473,-1.587147112,0.78757347,-31.05392079,2.596157992,1.682391584,29.9569449,0.8033941,0.1966058
"LOL_04",0.0644311643508737,-0.0865855300272695,-0.0203058681583631,-0.00291250970894812,"LOL",4,"NH","Core",11052017,44.14965,71.7104,1154,10.5,654.8878795,238.9407594,209.4467069,25.66504999,27.10324051,3.017903296,5.956370684,1.191431556,1.237053716,0.008886241,0.17513568,0.122586531,0.785736936,0.045737734,0.020145733,24.68210763,-1.607541548,0.938596622,-31.15551832,2.387313819,1.635794278,30.51637016,0.7457305,0.2542696
