"Family","PC1","PC2","PC3","PC4","Pop","Tree","State","Region","Date","Latitude","Longitude","Elevation","DBH","Budbreak_2020","BudSet_2019","BudSet_2020","Growth","BudBreak_cGDD_plasticity","BudSet_2019_plasticity","BudSet_2020_plasticity","Growth_plasticity","TotalDry_plasticity","RootShoot_plasticity","SideBranch_MainStem_plasticity","Delta13Carbon_plasticity","Delta15Nitrogen_plasticity","PercentN_plasticity","CN_ratio_plasticity","TotalDry","RootShoot","SideBranch_MainStem","delta13C","delta15N","percentN","CN_ratio","q1","q2"
"LOL_05",0.0551025653839772,-0.0628714455913244,-0.0188300297671754,0.00350326650089421,"LOL",5,"NH","Core",11052017,44.14922,71.71134,1137,14.8,645.0207147,241.8439808,207.3900115,27.43992439,21.94350545,3.472480898,5.355301629,1.06886337,0.729309415,0.00867383,0.137916801,0.036131667,0.708265462,0.052786911,0.025751301,17.56670232,-1.560865424,0.842644046,-30.96536599,2.546774151,1.692610179,29.32052051,0.7837177,0.2162823
"MAC_01",0.0604291234750759,0.000247373113133799,0.000291785816961943,0.00334551318334206,"MAC",1,"NY","Core",10132017,44.05343,73.78043,1317,14.8,649.6470368,252.0707583,204.3665603,24.44238222,21.35355723,4.499914191,5.37478721,1.254726552,0.572458665,0.005445502,0.159401976,0.18773717,0.740193346,0.041325849,0.021392889,15.06975377,-1.603103631,0.923568603,-31.25424244,2.421029109,1.597985124,30.48726084,0.8929598,0.1070402
"MAC_02",0.0606101573512306,0.0110901256658184,-0.0357117732539552,-0.0468023658531249,"MAC",2,"NY","Core",10132017,44.05138,73.78415,1172,8.1,652.041356,242.5481796,206.7411352,25.98365123,25.52648863,2.544450159,5.58229874,1.126768122,0.920738005,0.010274659,0.137060881,0.085494605,0.732681184,0.05086914,0.003551457,20.13574632,-1.547080269,0.807790444,-31.02598561,2.586781303,1.677500801,29.90962899,0.9092378,0.0907622
"MAC_03",0.0436731414512649,0.0359677319101086,-0.0746793905576871,-0.0133335932345786,"MAC",3,"NY","Core",10132017,44.05165,73.78802,1036,12.2,646.2380043,260.5270811,213.7107838,28.42744894,26.33501153,3.697439965,5.940156679,1.012416207,0.494907941,0.007130725,0.117522985,0.050298232,0.773384397,0.043956125,0.015465733,13.95097792,-1.571050495,0.744342861,-30.98082789,2.36430833,1.627270558,30.38792288,0.9343601,0.0656399
"MAC_04",0.0559096268036815,0.0521180254513086,-0.0938108283584203,-0.00107434574802635,"MAC",4,"NY","Core",10132017,44.05131,73.78914,1014,4.5,642.1523966,259.160262,207.0696762,27.18908595,20.54780645,4.236319777,5.75000166,1.086004396,0.63497998,0.00612549,0.149416163,0.192991264,0.672345464,0.029296839,0.098023319,16.20438732,-1.663549699,0.860302558,-31.19330548,2.6791728,1.502637471,32.67791814,0.9612902,0.0387098
"MAC_05",0.0452720756388815,0.0527234858692474,-0.109141804476317,-0.0426663581942906,"MAC",5,"NY","Core",10132017,44.05025,73.78994,969,7.5,659.3118954,250.2872052,210.4054011,28.35522698,26.20248473,3.229673936,5.823276559,1.012727154,1.19444031,0.004827157,0.132467239,0.161088279,0.678825941,0.060070971,0.012309571,24.44546994,-1.653635382,0.831901973,-31.22207845,2.640020652,1.745242926,29.72048294,0.9713622,0.0286378
"MMF_13",0.063573734335665,0.0472128412101433,-0.00416152551535314,0.00606421283002689,"MMF",13,"VT","Core",9112017,44.51382,72.79353,737,32.6,651.7120999,262.692586,211.8359778,28.65482523,25.10665192,2.881465827,5.632827193,0.963069417,0.461715572,0.007462826,0.142948626,0.116387111,0.696643349,0.041832816,0.064237484,14.78216135,-1.583262126,0.85632452,-31.21870134,2.6188829,1.58051321,31.88183206,0.9575794,0.0424207
"MPG_01",0.0630966201535711,0.000361987424349749,0.029781018778172,0.007440137274317,"MPG",1,"VT","Core",9302017,44.72913,72.03024,826,15.9,637.80251,253.6548139,209.730717,26.20582018,19.44767472,3.70814691,6.314530903,1.128268517,0.487966885,0.011350163,0.122300274,0.000377912,0.808923895,0.0369271,0.055005911,14.34635009,-1.548104415,0.765093357,-30.99737684,2.338143603,1.553998522,31.56147744,0.8953618,0.1046382
"MPG_02",0.04326169512744,0.0185188600479403,-0.0624917681765983,-0.0108337362486669,"MPG",2,"VT","Core",9302017,44.7312,72.03259,820,39.7,659.9811522,235.0209895,212.7895534,23.68626081,26.95633036,3.776421728,6.355775472,1.27448907,0.961354009,0.008848133,0.138585828,0.072438552,0.646997828,0.030794998,0.142230649,21.83725085,-1.559121913,0.858425729,-30.73355443,2.787712149,1.493011692,34.0353429,0.9208342,0.0791658
"MPG_03",0.0611467550168286,-0.00920065018242537,-0.0433933873753747,-0.0106424561202552,"MPG",3,"VT","Core",9302017,44.73103,72.03169,830,15.3,649.635365,255.9276164,204.3408796,28.43703712,23.02171137,3.931173324,5.376429178,1.010995799,1.403960106,0.012517374,0.167134682,0.078341796,0.748546778,0.027885258,0.108290635,27.79217905,-1.625240152,0.914436106,-30.95532244,2.483663578,1.472491795,33.06237294,0.8664917,0.1335083
"MPG_04",0.0511447994840728,0.0241038432323483,-0.0268746513255711,-0.00979623810564187,"MPG",4,"VT","Core",9302017,44.72968,72.02951,820,34,652.1078838,246.2431204,213.7082132,25.46223131,28.096986,4.195433493,6.20220022,1.189813871,0.542207118,0.038084152,0.138993667,0.194032189,0.767107447,0.037437362,0.028578367,15.05331149,-1.548193018,0.822134306,-31.25854657,2.416631266,1.53329985,30.80617907,0.9325542,0.0674457
"MPG_05",0.0484720427943586,-0.00651506340975835,-0.0547558613320594,-0.0207481641254823,"MPG",5,"VT","Core",9302017,44.72948,72.02926,824,16.3,637.0898153,259.1186709,210.5000303,27.51837793,20.32148453,4.361793907,5.766480779,1.057394469,1.005629036,0.003086467,0.175614757,0.181538347,0.702840445,0.049916169,0.01980548,21.65723681,-1.684963205,0.972038588,-31.24568909,2.606079436,1.669674949,30.55730263,0.892764,0.107236
"MPG_06",0.0393145536732551,0.0187943961968889,-0.0717310560371949,-0.038339784272097,"MPG",6,"VT","Core",9302017,44.72881,72.0307,822,38.2,666.1850318,250.4550663,205.6643342,23.61103819,30.7698997,4.372844534,5.291562718,1.311061676,0.579700727,0.008062847,0.12747345,0.083016102,0.811333872,0.032816236,0.091898504,15.61813367,-1.604215784,0.811925179,-31.06498784,2.319591817,1.510308903,32.65996425,0.9244756,0.0755245
"MRC_02",-0.0827968975042597,0.0304533198511063,-0.0424011485834293,0.00121144530333434,"MRC",2,"VA","Edge",10122016,36.672274,81.506,1600,32.8,671.947276,264.1010487,206.2010046,30.90394221,31.28744442,2.728678744,5.556177264,0.865282851,1.594234874,0.007466243,0.153531701,0.090344307,0.625203576,0.028232365,0.126223254,30.05017428,-1.581445462,0.906339018,-31.03789622,3.047120485,1.474422325,33.58058918,0.999806,0.0001939
"MRC_07",-0.0715905952175375,0.0210834739334884,0.0545377083643071,0.0183917625063953,"MRC",7,"VA","Edge",10132016,36.6625,81.516944,1569,43.4,670.5963029,256.6504482,212.1228915,25.20621789,31.6018852,3.544865643,6.215586036,1.202604103,0.84636972,0.004424972,0.137381533,0.069650685,0.703204023,0.032262518,0.10333129,19.2622302,-1.648210666,0.830591296,-31.06070137,2.639593832,1.512130222,32.91609471,0.9998081,0.0001919
"MRC_08",-0.0700793896481025,0.035176892357338,-0.0254268708191127,-0.00249386884805382,"MRC",8,"VA","Edge",10142016,36.6625,81.516111,1554,51.1,657.6782054,265.7479777,209.4582019,29.56587839,26.05015488,2.631881239,5.7179401,0.939648954,0.958490509,0.018199409,0.149693644,0.139251632,0.792874504,0.034044133,0.093178017,20.32109891,-1.566979917,0.846083571,-31.16691269,2.422013621,1.524270888,32.61083883,0.9998049,0.0001951
"MRC_16",-0.078366055989345,0.0341932609138409,-0.0201559479951833,-0.00331465316330957,"MRC",16,"VA","Edge",10152016,36.65629,81.54009,1616,23.4,670.1396494,267.7713475,210.6901737,29.95723327,31.26762041,2.483641386,5.892092218,0.91179067,0.678208401,0.019669636,0.103222479,0.106075436,0.670579172,0.037387931,0.057476021,17.32433131,-1.534005677,0.696273572,-31.1509018,2.694340446,1.568761943,31.58411214,0.9998063,0.0001937
"MRC_18",-0.0627588166835964,0.0120583043657322,0.0849906711050271,0.0315045626286913,"MRC",18,"VA","Edge",9002016,36.65793,81.53847,1645,18.3,661.0679578,265.7479777,205.6349527,29.47663769,27.62966933,2.981147487,5.533295583,0.939426012,1.211128826,0.007445406,0.145641659,0.137819698,0.686898122,0.036879547,0.064826002,24.26635226,-1.614077948,0.855758942,-31.01442743,2.558324091,1.551031759,31.83320543,0.9903095,0.0096904
"MSK_01",0.0373714515400549,-0.0198737458073039,-0.171050528888303,-0.0441326538919907,"MSK",1,"NH","Core",10232017,44.43429,71.43275,1197,18,659.137505,232.8564544,208.6924213,27.94542533,27.97892185,2.30951761,5.773537329,1.031675168,0.836528821,0.00990156,0.129358833,0.146564117,0.702829371,0.047124626,0.037064722,19.66071951,-1.584995225,0.827636975,-31.1917699,2.599059364,1.635733067,31.15109259,0.8658269,0.1341731
"MSK_02",0.0601282704066025,-0.0264102172096405,-0.0148365381246638,0.00917303780680397,"MSK",2,"NH","Core",10232017,44.43365,71.41321,1226,19.1,660.8641314,245.6007301,207.2159918,25.23619562,30.11101454,1.647318395,5.850252018,1.196723014,0.716424375,0.009765803,0.129710101,0.200418033,0.720893099,0.045444611,0.040191837,18.08529349,-1.600808671,0.815552212,-31.33411572,2.457982276,1.616773882,31.19153206,0.8489135,0.1510865
"MSK_03",0.0725857037864695,-0.0485824925496737,0.0873330568126103,0.0176869336248116,"MSK",3,"NH","Core",10232017,44.43383,71.42283,1158,12.7,616.5545738,235.5856509,202.235722,24.75116965,16.50236945,1.593553337,5.171122727,1.218332849,1.009261935,0.013947081,0.150814361,0.177327478,0.671706434,0.058058854,0.030357464,20.85812457,-1.56567064,0.840519952,-31.13627486,2.632631018,1.735942655,29.1120262,0.7939658,0.2060342
"MSK_04",0.0618853089528688,0.0243380785614884,-0.060534270221408,-0.0143814025073995,"MSK",4,"NH","Core",11252017,44.4242,71.44677,850,39,654.3665683,249.7221666,207.4866622,30.67890149,26.50351534,4.015927834,5.577041782,0.856100824,0.637822787,0.006269856,0.139397037,0.07652704,0.739881912,0.047776644,0.026692823,16.17305181,-1.633916034,0.856036016,-31.02131514,2.529691426,1.633743905,30.81919875,0.9259187,0.0740813
"MT_01",-0.074843392023423,0.0212668096953139,0.0209400739454687,-0.00337299129393788,"MT",1,"NC","Edge",9002016,35.7568,82.2524,1711,59.5,661.3712404,260.6189704,210.9068705,22.43312673,26.74942286,3.177315173,6.137493261,1.353079287,1.193275098,0.001100817,0.155974027,0.118013073,0.736595446,0.045881891,0.036463033,24.83065937,-1.588768194,0.90656325,-31.13409235,2.463639143,1.625880459,31.05078772,0.9923608,0.0076392
"MT_04",-0.0830209040047717,0.0291294084236754,-0.0391138030974515,0.00493695198099265,"MT",4,"NC","Edge",9002016,35.75649,82.25134,1678,55,670.1805182,269.1359457,214.2157568,30.54272574,33.29079961,2.480786119,6.208762959,0.898797763,1.688971079,0.000632067,0.173802174,0.068001903,0.695145913,0.033435145,0.0689689,31.00631166,-1.708320296,0.988023881,-30.71206649,2.581863658,1.528434117,31.89294581,0.9998091,0.0001909
"MT_05",-0.0714938737324448,0.0293021971031372,-0.00290799062160673,-0.00522192148113157,"MT",5,"NC","Edge",9002016,35.75581,82.25083,1649,54.4,662.0534144,267.7242924,207.938213,29.979494,26.55905909,4.029682094,5.756771918,0.911822162,1.289017653,0.003932482,0.119715374,0.01285162,0.751284898,0.035095243,0.063803649,25.95176285,-1.631759152,0.788815266,-30.91341483,2.5421814,1.545946864,31.76114822,0.9968722,0.0031278
"MT_07",-0.0789198382660579,0.0234387954716579,-0.0229988914666607,0.00136794993606716,"MT",7,"NC","Edge",9002016,35.75458,82.24234,1470,39.4,670.2067872,266.9889665,212.9520451,30.30774518,31.74939532,3.336123816,6.096118236,0.920523467,0.916305076,0.015176128,0.127879168,0.124194015,0.763247044,0.032122028,0.046073692,19.97094662,-1.607346101,0.804201469,-31.06627567,2.453031478,1.499834757,31.25629542,0.9987091,0.0012909
"MT_08",-0.0679447506557696,0.0148883118062363,0.206218386343707,0.0526490322687887,"MT",8,"NC","Edge",9002016,35.7524,82.24024,1420,44.8,673.7683435,257.702377,208.0091262,29.04394738,32.98071248,2.209188161,5.1369267,0.961946107,1.191516367,0.003256882,0.124077361,0.025380873,0.705818203,0.033800897,0.076939615,24.58441321,-1.630805597,0.805673396,-30.96793672,2.557611855,1.556175726,32.01306401,0.9998083,0.0001917
"MT_09",-0.0663666999977555,0.02196617559875,0.0643393991096039,0.0182287938286622,"MT",9,"NC","Edge",9002016,35.75366,82.24549,1533,33,681.3397205,270.4165263,213.1695891,33.99944304,34.04230196,3.0419418,5.567733885,0.678173619,1.45955748,0.004708621,0.117281107,0.070478694,0.738812506,0.049548466,0.011319955,29.08903642,-1.645184803,0.784959965,-30.96765461,2.556993874,1.685158497,30.22852696,0.9959365,0.0040635
"MT_10",-0.0866602976222971,0.0211469773525649,-0.0361081554169797,-0.00330123716249387,"MT",10,"NC","Edge",9002016,35.75354,82.245,1525,51.2,682.8252537,271.4154949,211.7009133,38.38710084,36.04359351,2.606560993,5.620846201,0.418330531,2.201104165,0.002259141,0.117882355,0.029317302,0.775223604,0.040423652,0.045422024,38.4923769,-1.629167519,0.7632874,-30.69020987,2.366567738,1.581353801,31.29123943,0.9991271,0.0008729
"MT_12",-0.0802525187275381,0.0289265933301683,-0.0243778677347275,-0.0185155827021424,"MT",12,"NC","Edge",9002049,35.757069,82.252205,1701,51.5,662.7920089,265.2303714,213.776673,31.11384429,30.65534399,3.445498037,6.124629374,0.834526886,1.254952108,0.001897345,0.173249663,0.108645544,0.699829365,0.040247601,0.07632465,25.04530047,-1.658052679,0.957657635,-30.97138236,2.581801807,1.583526102,32.15932017,0.9998044,0.0001956
"NBTIC_543",0.0750415815998652,-0.0512231946044613,0.0219706442102676,0.0540506843206917,"NBTIC",543,"NB","Core",9042015,46.22,67.14,NA,NA,636.7155206,248.0018163,216.3220841,33.44396888,18.94500793,2.725532678,4.716606962,0.67107788,2.261736904,0.006126567,0.129537494,0.00727054,0.65591965,0.039107877,0.075805854,40.75616474,-1.593028309,0.825273026,-30.67738299,2.761952609,1.573326722,32.14213815,0.8009428,0.1990572
"NBTIC_552",0.0720001442447907,-0.0471674454392404,-0.0117023586834,-0.00895417180964549,"NBTIC",552,"NB","Core",9042015,46.18,67.15,NA,NA,653.9314398,253.1077096,207.2207258,30.71956729,23.36544074,4.197105733,4.830821676,0.835955508,1.619788033,0.005868321,0.146853286,0.232532777,0.641449362,0.034878737,0.103018712,30.95449472,-1.616913241,0.866938608,-31.30580566,2.722161648,1.543751291,32.86570171,0.8196698,0.1803301
"NBTIC_565",0.0651846529278538,-0.0191782327242409,-0.0258833761806819,-0.00189634823792072,"NBTIC",565,"NB","Core",9042015,46.66,67.6,NA,NA,652.7927733,260.9483562,212.7636437,33.984803,22.42703453,2.981005641,5.992241608,0.652840369,1.588150708,0.009446572,0.116039573,0.036067463,0.680994369,0.023876724,0.14092129,29.71986048,-1.580950518,0.766286585,-30.82931389,2.689606511,1.433459729,33.98712838,0.8482239,0.1517761
"NBTIC_623",0.0650169543822688,-0.00696190769379225,-0.00717230992347741,-0.0323774102927179,"NBTIC",623,"NB","Core",9042015,45.48,66.65,585,NA,652.8762077,248.0912117,212.640652,33.58428576,22.34444276,3.383160647,6.25531581,0.70619099,1.85697069,0.013142005,0.136191587,0.077867758,0.793523428,0.030414627,0.129656353,33.70556899,-1.591446185,0.851287254,-30.82071934,2.229158096,1.497052015,33.6071677,0.9035093,0.0964907
"NBTIC_624",0.063022160517432,-0.0374221146657216,-0.0235069429675093,-0.000639812976974161,"NBTIC",624,"NB","Core",9042015,45.42,66.7,682,NA,643.026913,254.125365,208.3446025,31.96429132,20.22712427,5.60535656,5.324813424,0.775263271,1.702065307,0.001879221,0.137178432,0.010878916,0.667875744,0.038148983,0.061951885,32.06126172,-1.62138171,0.855896095,-30.85415702,2.766883301,1.560674619,31.75267907,0.840526,0.1594739
"NBTIC_627",0.0551335599422195,-0.0263343303611125,0.0230616872758213,-0.00276056130313015,"NBTIC",627,"NB","Core",9042015,45.26,66.49,464,NA,653.241572,254.5441602,210.6672809,28.29998538,24.62259212,1.911364541,5.72097121,1.005808403,1.50351733,0.007688756,0.148201508,0.021571516,0.695978846,0.045581627,0.022573351,28.56007107,-1.613626097,0.87734231,-30.92052409,2.671962799,1.62604994,30.66123522,0.8507173,0.1492827
"NOR_01",0.053358813955608,0.019167917014635,0.0556260316186149,0.0216537652692359,"NOR",1,"NY","Core",9052017,42.21991,74.04099,919,20.7,658.6464782,258.2662148,207.5803315,28.19884935,28.80132935,4.472617653,4.957790544,0.991763701,0.781529442,0.022836331,0.155829125,0.041332337,0.810038613,0.050680876,0.003391847,18.29411391,-1.577815418,0.836540901,-30.97904307,2.371808941,1.669816666,29.92165642,0.9432496,0.0567503
"NOR_02",0.0417580779103727,0.0439775983823431,0.018369447396915,0.000202106600505733,"NOR",2,"NY","Core",9052017,42.22041,74.04166,923,30.3,643.1302136,263.1599465,213.4706389,24.75068027,23.59338159,3.809721489,6.42627177,1.222121114,0.312358244,0.014645419,0.131771487,0.116763751,0.762626389,0.045264517,0.028348399,11.98759014,-1.57766689,0.751955271,-31.3020525,2.349925196,1.641504074,30.48005683,0.9613057,0.0386943
"NOR_03",0.0279904138770644,0.0602386002744819,0.123279603979808,0.0154589047365377,"NOR",3,"NY","Core",9052017,42.22059,74.04261,935,4.1,653.6966384,266.094289,210.3582231,27.22693141,24.48573175,2.516266288,6.04562275,1.079831709,0.446573914,0.000629391,0.12776509,0.049071245,0.721141915,0.030746012,0.086469024,13.86621273,-1.681207105,0.806196911,-31.02315486,2.528519942,1.498770417,32.42390178,0.9988011,0.0011989
"NOR_04",0.0405296123230173,0.0638640437395235,0.0284737786353877,-0.00217167270862981,"NOR",4,"NY","Core",9052017,42.21969,74.04345,937,31.5,669.5710468,264.5698853,211.9472547,29.99861131,31.41724657,2.733626645,5.427767364,0.882137404,1.086179363,0.010960988,0.170181337,0.087163093,0.773839195,0.047993536,0.031407,23.45804727,-1.599394162,0.898945562,-31.13162145,2.402828097,1.640022801,30.94279822,0.995198,0.004802
"NOR_05",0.021308086018409,0.0534532057547871,-0.0399036453975137,0.00620650955589234,"NOR",5,"NY","Core",9052017,42.21886,74.04497,961,25.3,663.2690178,262.6423403,214.0028863,27.2798529,28.2255118,3.258530706,6.407438759,1.068803756,0.424051849,0.010939746,0.124257679,0.230745291,0.787891223,0.025872389,0.109871824,13.3523922,-1.590805511,0.789343738,-31.31670702,2.37054064,1.459958855,33.0691233,0.9892216,0.0107785
"NOR_06",0.0321691783177553,0.0648792922417152,0.195608810496406,0.0536008547555137,"NOR",6,"NY","Core",9052017,42.21925,74.04668,962,28.2,655.6100526,254.4871411,212.8265194,23.63001337,23.17489892,3.718984153,6.035184644,1.282566892,0.865302405,0.007338667,0.142293183,0.169227119,0.65400501,0.041257159,0.045095331,19.57721881,-1.601628845,0.854604801,-31.18643018,2.682627675,1.592369617,31.23722677,0.999809,0.0001909
"OCT_01",0.0488866924825332,0.0241308065190921,0.000674705665578734,-0.00381791035626192,"OCT",1,"MA","Core",9192017,42.36216,73.15527,582,31.2,651.8574083,248.1964209,211.1917567,27.46291021,23.97759778,3.235672349,6.235988196,1.052442869,1.437695186,0.014390311,0.154681403,0.049013961,0.692175057,0.0407688,0.038800515,27.64920855,-1.610877211,0.904237635,-30.72076674,2.554486099,1.580791351,31.12252137,0.9285265,0.0714735
"OCT_02",0.0388514540255892,0.0545861723090623,0.0386748990344442,0.0117288866645359,"OCT",2,"MA","Core",9192017,42.36126,73.15881,576,11.1,632.5557976,256.4160777,210.5188234,25.07940033,18.51094519,2.450851169,5.722082383,1.194040389,0.303421402,0.022882737,0.159869716,0.014882933,0.802953446,0.036570983,0.120885245,11.68424489,-1.54685486,0.880222401,-30.95043146,2.293412756,1.533961566,33.46245669,0.9877591,0.0122409
"OCT_03",0.0418977498647022,-0.00588959127020334,0.000197435937084945,-0.00530762751017065,"OCT",3,"MA","Core",9192017,42.35426,73.17902,571,54.6,661.4652175,256.8545615,208.2413194,30.73578741,25.93156692,2.2933953,5.421478893,0.843621519,1.61243182,0.003286409,0.123469842,0.0694869,0.780237188,0.042603519,0.023304971,29.90496152,-1.628591491,0.79603421,-30.77237654,2.519825585,1.643916288,30.52402937,0.8977895,0.1022105
"OCT_04",0.0546332166060932,0.0217228943283663,-0.00824036333514668,0.0204149487295987,"OCT",4,"MA","Core",9192017,42.34901,73.19077,549,19.4,659.5683518,261.5130176,213.776673,31.05101687,26.17900848,2.478134745,6.568397102,0.848436371,1.496645545,0.014207375,0.14933779,0.074936171,0.737030368,0.035012601,0.044237159,28.14129996,-1.56309523,0.852264033,-30.56992401,2.48607659,1.535378469,31.23375996,0.9299109,0.0700891
"OCT_06",0.0518615883075256,-0.0143197564227016,0.0206705583892634,0.0137593133749208,"OCT",6,"MA","Core",9192017,42.361,73.15971,586,10.9,645.0233811,255.1596759,210.742206,26.89219013,22.36699784,3.638849864,5.655199795,1.07410887,0.744743452,0.010794478,0.147430518,0.093767622,0.730463589,0.035659063,0.08393218,17.83874744,-1.580863359,0.848852455,-31.17910101,2.625950846,1.562606185,32.26729878,0.8716442,0.1283558
"OCT_08",0.0335488900792521,0.0297514655566437,-0.0603925542522781,0.0250279312403694,"OCT",8,"MA","Core",9192017,42.36194,73.15504,592,8.4,667.9491573,251.0297363,216.6238272,33.74680676,29.11411188,2.857003507,6.14826869,0.683356932,2.856459112,0.00635478,0.137335228,0.037646084,0.674196955,0.035907008,0.066144531,48.37738716,-1.60602253,0.852691308,-30.82960308,2.706336621,1.559572118,31.81586877,0.9574391,0.0425609
"OKE_01",0.0487803265158411,-0.00248700037027072,0.00212493776672154,0.00699307256742076,"OKE",1,"VT","Core",10172017,43.41356,72.74883,812,31.1,668.3575572,264.2253977,206.7079421,27.51801132,32.08351613,2.792605469,5.589916026,1.0688475,0.377330766,0.01485589,0.126736237,0.158902983,0.779587844,0.048276073,0.035673345,12.24537247,-1.569437204,0.782917114,-31.11929351,2.406502389,1.650600323,31.02102095,0.9103321,0.0896679
"OKE_02",0.0407326764904502,-0.0165658491225055,0.0427647733333286,0.00790730934289094,"OKE",2,"VT","Core",10172017,43.41016,72.75069,910,49.1,653.2375365,239.1147843,207.740524,25.45263077,27.04380992,4.061291836,6.062887702,1.191422923,1.583388374,0.009492131,0.14590779,0.183865546,0.663757199,0.04703474,0.011243463,28.97796652,-1.579198195,0.858644033,-31.26571902,2.652636059,1.665220798,29.57980695,0.8932543,0.1067457
"OKE_03",0.0341514230122549,-0.0400298510478211,-0.0165276375307464,0.00439636731702579,"OKE",3,"VT","Core",10172017,43.409,72.74791,935,24.7,649.764023,249.9845151,208.2964808,27.51154342,24.52692712,2.772842211,5.888509073,1.045503985,1.113043779,0.002874879,0.168112421,0.138016689,0.692051396,0.038295371,0.072804885,23.35902114,-1.625493081,0.914694671,-31.18621767,2.647192735,1.566594972,32.06382478,0.8626963,0.1373036
"OKE_04",0.0536189495459653,-0.0479637635730221,0.0291141034973333,0.0159363460998593,"OKE",4,"VT","Core",10172017,43.40522,72.75047,1020,27.7,653.4343939,246.1393502,205.1228227,29.10098853,24.55209822,3.676072946,5.513303003,0.97839898,1.414699671,0.017026476,0.136940757,0.027055839,0.703667411,0.048394085,0.009584478,27.43778974,-1.577847475,0.832526562,-30.83780258,2.609788174,1.659252061,30.24535321,0.835285,0.164715
"OKE_05",0.0363002317251564,-0.0488144557924364,0.0474377009970214,0.0130901176778846,"OKE",5,"VT","Core",10172017,43.40388,72.75101,1020,39.8,633.2303517,247.8467871,214.1467305,26.41228394,18.93629491,2.270831139,5.698202947,1.126789962,0.705567453,0.009786305,0.128559213,0.113119901,0.700223363,0.044470346,0.018657591,17.55985298,-1.576428484,0.780470425,-31.08325992,2.561679846,1.629595232,30.5206501,0.8355457,0.1644544
"OKE_06",0.023687698690058,-0.0592560684874358,-0.0212818120639298,-0.0968271636290444,"OKE",6,"VT","Core",10172017,43.40847,72.74814,953,56.8,643.1508026,253.4665934,214.665351,31.49975727,23.04258278,3.499160994,5.654336446,0.791849878,1.136287573,0.007782217,0.127256678,0.049067873,0.729339468,0.047982264,0.039674045,23.62387667,-1.597705659,0.806493976,-30.88434982,2.444842339,1.624367089,31.16634253,0.8562409,0.1437591
"OWL_01",0.0463501334101315,0.0305051281622497,-0.0430651444917882,0.0078457604404369,"OWL",1,"VT","Core",10012017,44.29606,72.2939,580,14.1,651.4471007,246.0178639,207.7756024,28.26042708,24.43067866,4.217468482,5.326955257,1.019450237,1.263656666,0.004955069,0.172018172,0.081402207,0.786662369,0.028609667,0.120415258,24.92427402,-1.591161851,0.95178728,-30.98470525,2.281534603,1.477677336,33.32635598,0.9401762,0.0598237
"OWL_02",0.0526623860029834,0.00457013173110837,-0.0103380371139746,-0.00322079898225294,"OWL",2,"VT","Core",10012017,44.2958,72.29314,581,12,658.0265889,258.4363952,210.7523472,26.94656628,24.96812738,3.626328204,5.545544193,1.082359472,1.402080345,0.011926956,0.156347056,0.083496294,0.720300102,0.031842255,0.084724201,27.50489111,-1.626203511,0.908377634,-31.02551885,2.494612296,1.509575814,32.37406219,0.9147208,0.0852792
"OWL_03",0.0609341919281959,-0.000116033243028116,0.0532946124654523,-0.00616154336518139,"OWL",3,"VT","Core",10012017,44.29611,72.29464,584,24.5,667.4672094,248.4863264,209.2306816,30.78106179,29.15487394,2.754483499,5.659610931,0.857793524,1.47325674,0.005776727,0.133815101,0.031234255,0.662537815,0.046650665,0.015498453,27.69528158,-1.625324184,0.796908324,-30.80335979,2.75484262,1.646632756,30.41901961,0.9032314,0.0967686
"OWL_04",0.0485200715575089,0.0445678421935789,0.00553640945242885,0.00349788117931087,"OWL",4,"VT","Core",10012017,44.29652,72.29517,589,11.7,666.3849633,249.5610191,211.9035452,35.29456828,29.54257862,4.274624762,5.867805132,0.605446753,2.575868434,0.00703359,0.136673805,0.023158439,0.753154746,0.049802174,0.007248591,43.97141855,-1.619648514,0.865230373,-30.70207112,2.50146519,1.652950476,30.30559061,0.9692442,0.0307557
"PRK_01",-0.0656819540556864,0.0185174038471747,0.0154906228737113,0.00981550912915563,"PRK",1,"WV","Edge",9282017,38.32659,80.15412,1440,19.7,677.0498147,249.513964,209.5140729,25.77424265,35.24886884,4.591495347,5.912749079,1.16350151,0.525148753,0.014682273,0.169426017,0.018641755,0.728056057,0.030606507,0.10247653,14.54401237,-1.616186692,0.907946633,-30.91200225,2.517490568,1.501550635,32.85559123,0.9903003,0.0096997
"PRK_02",-0.068642266613017,0.00471241230288493,0.0309349876981013,0.0176964436412123,"PRK",2,"WV","Edge",9282017,38.33402,80.15413,1398,64,680.1797539,257.955464,209.393554,28.74191815,35.50974149,3.608141012,5.465401939,0.979454665,1.084935949,0.014121072,0.164905007,0.108474807,0.848239709,0.039789484,0.047761399,23.14745727,-1.607995009,0.940655201,-31.04762499,2.355084187,1.578590696,31.331108,0.9873948,0.0126053
"PRK_03",-0.074729057087522,0.0165084136857769,-0.0274966108018629,-0.00520678116334623,"PRK",3,"WV","Edge",9282017,38.34276,80.16302,1268,35.3,663.1239176,261.701238,212.831909,24.39319859,30.32795838,2.13479895,5.613967833,1.224036158,0.189797981,0.00335213,0.147784971,0.116387911,0.717817696,0.038626662,0.069849144,9.903345078,-1.593834032,0.857633136,-31.17593803,2.646460028,1.551261842,32.0705092,0.9935349,0.0064652
